43,215,134.54,1811.2,0.24619,-0.16964,-38.737,156.14,93.16,126.5
0.010227,211,130.83,1894.2,0.23664,-0.19143,-40.195,30.99,126.83,126.54
43,211,129.15,1910.7,0.2337,-0.26016,-36.628,153.57,85.181,181.56
38.374,211,129.84,2072.3,0.24402,-0.24859,-41.271,144.87,62.292,190.75
43,210,129.65,1921.5,0.24513,-0.23124,-39.09,169.37,145.61,144.43
43,212,127.54,2171.2,0.25616,-0.16312,-38.628,156.39,94.517,167.81
43,219,129.22,2132.7,0.24231,-0.18805,-37.537,153.74,86.588,162.56
43,214,131.32,2107.8,0.22878,-0.25485,-41.166,150.65,77.301,49.087
43,214,133.95,1771.4,0.24494,-0.19711,-37.88,153.54,85.442,87.859
43,212,129.93,1987.4,0.22411,-0.27852,-42.524,155.03,89.948,44.966
43,215,130.71,2151.2,0.23414,-0.21903,-36.826,155.31,91.088,153.83
31,220,131.18,2310.3,0.22007,-0.25023,-39.735,169.59,146.71,49.003
43,209,126.47,1990.1,0.26303,-0.22451,-40.197,147.23,67.99,156.7
31,214,128.79,2199.1,0.22315,-0.27316,-42.508,159.88,105.86,48.998
43,214,127.69,2064.6,0.24302,-0.20209,-36.409,155.67,92.225,154.76
43,214,129.86,2091.9,0.2532,-0.2226,-40.602,153.9,86.509,91.965
0.035828,213,133.19,1771,0.23836,-0.2224,-40.448,30.976,126.83,122.5
12.376,214,132.27,2208.5,0.22657,-0.24767,-39.572,133.34,38.431,142.04
43,212,128.77,2011.5,0.24383,-0.20881,-38.796,157.09,96.798,149.78
2.2888e-05,215,132.22,1971.9,0.22902,-0.23453,-41.171,126.88,31.113,143.18
43,218,132.14,1846.8,0.22228,-0.24419,-38.729,148.5,71.593,49.085
18.063,215,128.67,2241.7,0.21838,-0.265,-43.542,43.641,114.87,88.201
43,213,132.49,2103.4,0.22275,-0.23824,-37.424,160.3,107.45,72.751
30,213,128.24,2056.6,0.24358,-0.19052,-36.108,157.44,97.94,149.71
40.817,211,127.91,1977.6,0.23698,-0.26732,-38.194,145.83,64.568,156.73
40,217,131.69,2182.1,0.24117,-0.23574,-42.005,152.33,81.931,91.963
5.0111,207,133.03,2060.6,0.22578,-0.20759,-40.536,129.52,31.73,147.06
43,213,125.81,2005.8,0.23032,-0.23491,-38.006,156.38,94.506,125.81
43,214,133.01,2189,0.23162,-0.19541,-43.013,153.59,85.671,88.014
43,216,126,1961.3,0.23482,-0.18143,-38.326,157.09,96.792,153.78
0.020481,212,133.77,2054,0.22598,-0.23321,-43.648,30.98,126.83,147.54
31,213,130.55,2145.1,0.2334,-0.20831,-37.218,155.67,92.221,152.75
22.275,216,134.75,1878.2,0.22517,-0.22004,-39.044,138.04,47.475,146.91
43,210,127.54,2115.5,0.23926,-0.2127,-38.485,156.9,95.454,145.46
0.046074,210,132.2,1867.3,0.23617,-0.20203,-40.784,30.974,126.83,124.49
43,217,128.31,2077.1,0.24286,-0.19072,-36.117,157.09,96.796,149.73
5.001,215,132.9,1917.8,0.2281,-0.20351,-39.596,129.51,31.715,134.34
40.837,210,128.52,1957.2,0.23785,-0.25301,-41.187,145.83,64.573,156.73
31,216,130.85,2347.8,0.21593,-0.30624,-40.12,160.51,108.14,48.999
43,217,127.9,2110.8,0.24325,-0.17636,-36.676,157.09,96.791,155.79
42.069,210,125.31,2138.7,0.242,-0.24571,-42.524,146.3,65.718,132.72
38.364,209,127.95,2175.2,0.23807,-0.26056,-41.85,144.87,62.291,129.09
40.844,210,126.45,2138.5,0.23246,-0.24642,-41.762,145.82,64.558,129.08
43,217,129.37,1977.6,0.23716,-0.29783,-39.921,153.53,85.361,81.96
4.9327,215,133.98,1912.1,0.23241,-0.22563,-39.796,129.63,31.875,88.481
18.067,220,128.6,2320.4,0.226,-0.24992,-42.92,43.65,114.87,88.19
18.076,220,129.3,2378.6,0.22135,-0.24108,-45.093,43.661,114.87,88.19
31,219,131.74,2111.9,0.23706,-0.23681,-35.54,162.35,114.98,151.64
43,208,127.09,1945.1,0.2475,-0.20777,-39.148,156.54,94.32,155.89
40,214,131.38,2157,0.24491,-0.22589,-41.672,152.73,83.08,91.964
43,213,132.88,1977.9,0.22254,-0.28535,-42.771,151.53,79.646,81.963
40,210,130.28,2080.7,0.2335,-0.23169,-41.42,152.33,81.938,91.958
40,217,130.7,1945.7,0.23004,-0.29857,-37.65,153.13,84.227,91.964
43,214,130.16,1821.1,0.23742,-0.24871,-38.056,167.97,138.83,145.47
38.346,212,128.08,2059.4,0.23658,-0.25099,-41.271,144.87,62.28,183.75
42.072,209,128,1938,0.23267,-0.25987,-37.136,146.3,65.725,154.71
40.888,217,129.91,2149.7,0.23118,-0.25419,-38.119,145.82,64.602,145.69
43,213,129.93,2002.2,0.22349,-0.27909,-37.698,155.39,91.041,91.996
18.081,220,128.46,2152.3,0.23785,-0.19281,-40.186,43.665,114.87,88.193
31,212,129.22,2135.1,0.22453,-0.23027,-42.836,160.51,108.14,69.999
43,214,129.47,2089.8,0.23551,-0.20804,-41.822,151.36,79.717,159.62
31,212,130.35,2112.5,0.22806,-0.25825,-41.802,156.44,94.45,92.997
31,215,130.64,2054.3,0.22384,-0.22937,-42.51,157.61,98.306,72.811
43,214,134.34,2070.8,0.22276,-0.28275,-42.514,156.08,93.315,48.997
25.987,216,132.38,1934.8,0.23064,-0.22084,-38.622,139.69,50.871,148.88
43,209,130.2,1904.7,0.23945,-0.21001,-37.181,151.13,78.523,173.76
42.082,216,127.62,2053.8,0.24546,-0.21042,-40.006,146.3,65.708,187.72
35.889,210,126.94,2012.2,0.23133,-0.23917,-38.87,143.89,59.998,149.24
31,212,128.05,1972.3,0.22324,-0.27295,-37.714,155.39,91.045,48.996
43,220,130.3,2218.8,0.22424,-0.20473,-37.693,155.24,91.153,162.53
43,219,133.79,2183.1,0.22831,-0.21437,-41.422,156.32,94.579,157.52
5.0113,216,126.02,2271.9,0.23892,-0.15621,-45.239,129.52,31.723,137.34
31,216,132.26,2120.9,0.2208,-0.21922,-42.266,148.09,70.236,139.93
