43,215,134.59,1796.6,0.17766,-0.25939,-0.32027,156.14,93.16,126.5
36,211,131.21,1795.3,0.19314,-0.25667,-0.29252,30.99,126.83,126.54
43,211,129.23,1889.6,0.19772,-0.32208,-0.1544,153.57,85.181,181.56
43,211,130.04,2020.9,0.18875,-0.24361,-0.12992,144.87,62.292,190.75
43,210,129.52,1954.4,0.18278,-0.26955,-0.083991,169.37,145.61,144.43
43,212,127.59,2158.9,0.18125,-0.27212,-0.25842,156.39,94.517,167.81
43,219,129.29,2112.8,0.18322,-0.28237,-0.34501,153.74,86.588,162.56
43,214,131.45,2074.7,0.1766,-0.27724,-0.038825,150.65,77.301,49.087
43,214,134.03,1749.1,0.18343,-0.28886,-0.22329,153.54,85.442,87.859
43,212,130,1968.4,0.1892,-0.21111,-0.15,155.03,89.948,44.966
43,215,130.77,2135.8,0.18462,-0.31271,-0.31286,155.31,91.088,153.83
31,220,131.05,2345,0.17266,-0.27028,-0.029964,169.59,146.71,49.003
43,209,126.63,1948.1,0.20885,-0.24891,-0.08514,147.23,67.99,156.7
31,214,128.79,2197.4,0.17503,-0.28762,-0.03962,159.88,105.86,48.998
43,214,127.74,2050.9,0.18885,-0.30107,-0.24621,155.67,92.225,154.76
43,214,129.95,2070,0.20567,-0.18066,-0.15473,153.9,86.509,91.965
43,213,133.57,1669.7,0.19812,-0.28445,-0.20513,30.976,126.83,122.5
43,214,132.57,2126.2,0.16359,-0.33619,-0.27409,133.34,38.431,142.04
43,212,128.8,2001.3,0.17193,-0.31282,-0.2139,157.09,96.798,149.78
43,215,132.6,1869.7,0.17925,-0.30793,-0.26195,126.88,31.113,143.18
43,218,132.28,1809,0.16953,-0.29916,-0.32039,148.5,71.593,49.085
31,215,128.9,2180.1,0.17266,-0.27117,-0.061226,43.641,114.87,88.201
43,213,132.49,2102.9,0.15952,-0.33234,-0.2751,160.3,107.45,72.751
30,213,128.27,2048.2,0.19378,-0.28334,-0.30555,157.44,97.94,149.71
43,211,128.08,1933.3,0.1868,-0.34113,-0.2191,145.83,64.568,156.73
40,217,131.8,2153.6,0.18318,-0.20619,-0.15866,152.33,81.931,91.963
31,207,133.38,1966,0.16472,-0.29454,-0.31774,129.52,31.73,147.06
43,213,125.85,1993.9,0.16941,-0.32535,-0.29404,156.38,94.506,125.81
43,214,133.11,2164,0.18241,-0.24471,-0.053861,153.59,85.671,88.014
43,216,126.04,1951.4,0.1714,-0.2933,-0.34858,157.09,96.792,153.78
43,212,134.18,1944,0.17574,-0.23293,-0.12862,30.98,126.83,147.54
31,213,130.6,2130.7,0.17766,-0.30557,-0.32004,155.67,92.221,152.75
43,216,135.01,1808.4,0.16505,-0.3062,-0.28307,138.04,47.475,146.91
43,210,127.59,2104.2,0.18094,-0.29497,-0.20327,156.9,95.454,145.46
43,210,132.58,1766,0.17251,-0.2893,-0.25342,30.974,126.83,124.49
43,217,128.35,2067.6,0.1916,-0.2849,-0.30165,157.09,96.796,149.73
43,215,133.25,1825.5,0.16737,-0.30306,-0.28764,129.51,31.715,134.34
43,210,128.7,1909.3,0.16587,-0.29753,-0.096455,145.83,64.573,156.73
31,216,130.85,2348.5,0.17005,-0.28104,-0.072647,160.51,108.14,48.999
43,217,127.94,2101.2,0.18299,-0.27965,-0.35888,157.09,96.791,155.79
43,210,125.49,2091.9,0.16153,-0.31375,-0.10441,146.3,65.718,132.72
43,209,128.15,2123.7,0.16171,-0.32202,-0.088469,144.87,62.291,129.09
43,210,126.64,2090.5,0.16474,-0.31481,-0.062599,145.82,64.558,129.08
43,217,129.46,1954.8,0.18865,-0.24304,-0.14642,153.53,85.361,81.96
43,215,134.33,1818.9,0.16372,-0.31704,-0.21574,129.63,31.875,88.481
33,220,128.83,2259.8,0.17476,-0.27509,-0.045383,43.65,114.87,88.19
33,220,129.54,2314.5,0.15698,-0.29492,-0.043206,43.661,114.87,88.19
31,219,131.72,2118.3,0.17688,-0.31422,-0.32479,162.35,114.98,151.64
43,208,127.14,1932.4,0.17921,-0.31134,-0.20116,156.54,94.32,155.89
40,214,131.48,2130.2,0.19905,-0.18517,-0.16045,152.73,83.08,91.964
43,213,133,1945.8,0.17842,-0.20705,-0.18895,151.53,79.646,81.963
40,210,130.39,2053.1,0.18128,-0.21004,-0.15382,152.33,81.938,91.958
40,217,130.78,1922.8,0.19372,-0.33067,-0.14351,153.13,84.227,91.964
43,214,130.06,1847.9,0.17211,-0.34225,-0.24629,167.97,138.83,145.47
43,212,128.27,2008.7,0.16363,-0.29521,-0.093314,144.87,62.28,183.75
43,209,128.16,1896.3,0.20238,-0.30598,-0.089496,146.3,65.725,154.71
43,217,130.08,2105.1,0.17074,-0.33505,-0.31226,145.82,64.602,145.69
43,213,129.99,1986.6,0.17225,-0.32344,-0.28841,155.39,91.041,91.996
43,220,128.67,2095.8,0.18206,-0.26559,-0.33295,43.665,114.87,88.193
31,212,129.22,2135.9,0.17459,-0.24131,-0.073094,160.51,108.14,69.999
43,214,129.58,2059.6,0.184,-0.27765,-0.02642,151.36,79.717,159.62
31,212,130.4,2098.9,0.1749,-0.28324,-0.035731,156.44,94.45,92.997
31,215,130.68,2044.1,0.1689,-0.30016,-0.027047,157.61,98.306,72.811
43,214,134.39,2055.1,0.17098,-0.29512,-0.042144,156.08,93.315,48.997
43,216,132.62,1871.4,0.16691,-0.31026,-0.24641,139.69,50.871,148.88
43,209,130.31,1876.4,0.18545,-0.29326,-0.24206,151.13,78.523,173.76
43,216,127.8,2009.1,0.18129,-0.28389,-0.21648,146.3,65.708,187.72
43,210,127.13,1962.1,0.17378,-0.32927,-0.26145,143.89,59.998,149.24
31,212,128.11,1956.9,0.17287,-0.31643,-0.31393,155.39,91.045,48.996
43,220,130.36,2203.2,0.16486,-0.30126,-0.30833,155.24,91.153,162.53
43,219,133.84,2169.4,0.16997,-0.2874,-0.028915,156.32,94.579,157.52
31,216,126.42,2171.8,0.17662,-0.23112,-0.097028,129.52,31.723,137.34
31,216,132.42,2077.5,0.17551,-0.26018,-0.055814,148.09,70.236,139.93
43,212,130.87,1936.7,0.1756,-0.30937,-0.25624,151.93,80.805,81.963
43,212,128.92,2106.6,0.17069,-0.30962,-0.20701,156.39,94.513,146.82
43,217,130.32,2062.2,0.17786,-0.28737,-0.34467,154.89,90.05,151.54
43,215,132.27,2221.9,0.18753,-0.26369,-0.38924,156.32,94.585,200.52
43,214,127.91,2043.8,0.18282,-0.29476,-0.31624,154.56,88.791,142.84
43,214,132.64,1829.9,0.18472,-0.28752,-0.23543,148.15,70.302,88.009
43,217,128.66,2047.2,0.18781,-0.30557,-0.12677,153.56,85.17,154.55
43,210,127.05,1878.4,0.18201,-0.32938,-0.24997,153.42,85.364,125.87
43,215,129.28,2057.7,0.18673,-0.29871,-0.31217,154.18,87.655,142.78
43,218,131.79,2205.8,0.15832,-0.33646,-0.25876,151.11,78.255,139.86
28,220,132.14,2241.2,0.17365,-0.28945,-0.050283,148.98,72.53,148.64
40,215,131.56,2118.9,0.16636,-0.32182,-0.26621,145.79,64.522,143.71
43,215,132.05,2146.6,0.17561,-0.28886,-0.045146,148.09,70.234,131.64
43,215,133.71,1890.6,0.17327,-0.26155,-0.27014,30.982,126.83,138.08
43,216,131.58,1875.1,0.1729,-0.27764,-0.25271,30.965,126.82,137.06
43,215,131.42,2029.5,0.1646,-0.28968,-0.072286,150.65,77.313,49.087
43,214,134.15,1972.8,0.16351,-0.33962,-0.24561,150.65,77.309,74.087
29,215,131.54,2083.2,0.17429,-0.27083,-0.043227,152.69,83.039,49.089
43,215,132.59,1887.6,0.17712,-0.29316,-0.24696,30.946,126.82,122.48
43,215,131.44,1796.3,0.18047,-0.30363,-0.25205,30.945,126.82,126.48
43,215,132.62,1822.2,0.16685,-0.28791,-0.25666,30.965,126.83,128.49
43,215,133.17,1770.3,0.16698,-0.32724,-0.20534,153.54,85.44,87.858
43,212,131.92,1927.5,0.17696,-0.26557,-0.28455,151.94,80.81,49.088
40,210,130.16,1861.4,0.19285,-0.3246,-0.1973,153.56,85.167,144.56
43,209,126.96,1894.1,0.19821,-0.30963,-0.20938,152.35,81.877,145.81
43,211,127.71,2055.8,0.17669,-0.27403,-0.090363,156.9,95.451,148.46
43,216,127.1,2036.7,0.18866,-0.2866,-0.13605,169.16,144.49,144.44
43,211,126.21,2013.3,0.2004,-0.2708,-0.20491,169.62,146.75,147.43
43,212,131.9,2017.8,0.16003,-0.31938,-0.27599,153.13,83.984,136.82
43,214,128.99,1960.7,0.18788,-0.26504,-0.32735,153.43,85.365,138.8
29,214,128.16,2072.1,0.20472,-0.27045,-0.31527,155.3,91.081,136.76
43,220,132.84,2205.5,0.17522,-0.31323,-0.27544,132.73,37.325,145.06
43,212,133.5,1995.1,0.16576,-0.30567,-0.30389,148.98,72.531,139.91
29,210,130.41,2169,0.18094,-0.21545,-0.10872,154.29,87.413,142.79
43,214,133.7,2275.3,0.17568,-0.27954,-0.04218,153.91,86.268,139.8
43,215,131.84,1891,0.17314,-0.23184,-0.10217,154.29,87.431,145.55
43,215,133.28,1881.2,0.18164,-0.31163,-0.20363,154.69,88.867,87.834
43,214,132.8,1911.2,0.18558,-0.26614,-0.25257,145.84,64.61,135.72
43,214,130.9,2095.8,0.16726,-0.30552,-0.28915,144.83,62.249,146
43,217,127.16,2148.1,0.18441,-0.30535,-0.29736,154.56,88.793,136.78
43,214,126.25,1957.2,0.17827,-0.29656,-0.32472,154.94,89.941,138.83
23,220,129.69,2168.3,0.18484,-0.2773,-0.34101,154.88,90.023,199.54
43,219,131.59,1975.9,0.16863,-0.32251,-0.27983,141.31,54.276,168.87
43,213,130.68,1836.3,0.16106,-0.31354,-0.30833,154.51,88.88,154.56
43,213,130.46,2036.1,0.17315,-0.29009,-0.29113,156.03,93.369,133.81
42,219,128.11,2204.2,0.18147,-0.31678,-0.26742,128.19,30.705,142.37
43,220,131.63,2143,0.17282,-0.31268,-0.28549,146.26,65.676,148.76
43,210,130.72,1963.8,0.17313,-0.32369,-0.24478,148.5,71.578,70.085
43,214,130.34,2102.8,0.17181,-0.25362,-0.040228,147.19,67.956,139.95
43,215,131.83,1723.8,0.19807,-0.26675,-0.24266,156.16,93.436,87.792
43,216,133.55,1955.6,0.16458,-0.33622,-0.22767,145.79,64.523,138.98
43,214,126.66,2237,0.16929,-0.29581,-0.25266,154.93,89.94,128.84
43,217,130.04,1963.8,0.20295,-0.28455,-0.16797,155.77,92.226,91.967
43,210,133.24,2023,0.18394,-0.25132,-0.22734,155.04,89.955,91.966
36,212,128.79,1951.5,0.18806,-0.29235,-0.27872,30.987,126.83,122.54
43,219,130.26,2150.8,0.1857,-0.2594,-0.29987,129.53,31.725,143.34
43,215,132.77,1884.2,0.18017,-0.28627,-0.22644,153.91,86.573,87.852
43,219,127.94,2105.3,0.17711,-0.30873,-0.31923,151.39,79.762,199.61
43,208,126.62,1972.7,0.18174,-0.27264,-0.2468,152.35,81.869,147.81
43,217,129.43,2000.8,0.18617,-0.30263,-0.30478,154.56,88.796,139.79
43,220,130.1,2188.9,0.16915,-0.30871,-0.28307,129.53,31.744,167.13
